Geneid	DA1	DA1c	DA2	DA2c	DA3	DA3c	DB1	DB1c	DB2	DB2c	DB3	DB3c	DD1	DD1c	DD2	DD2c	DD3	DD3c
ENSG00000257496	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	1
ENSG00000275481	0	7	0	2	1	10	0	23	0	30	1	24	0	30	0	36	0	17
ENSG00000278896	0	1	0	0	0	0	0	8	0	4	0	0	0	0	0	3	0	0
ENSG00000272369	15	0	8	0	9	1	8	7	12	6	14	2	24	1	5	0	14	0
OR7A19P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
MARK3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A4	10	8	6	1	5	2	2	64	7	42	2	28	2	1	1	1	12	2
ENSG00000274723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMIGO2	26	62	21	24	21	58	10	188	2	135	9	51	13	39	7	51	9	27
PCED1B	16	6	12	10	6	10	8	44	8	18	8	17	11	29	10	44	10	28
IFITM3P6	0	0	1	1	3	0	0	0	0	0	0	0	2	1	0	0	0	0
MIR4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCED1B-AS1	0	0	8	0	0	0	2	1	0	1	0	4	0	1	7	1	6	0
ENSG00000257925	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258181	12	0	0	0	3	0	0	0	0	0	0	4	0	0	1	0	5	0
ENSG00000276454	0	0	1	0	2	0	0	0	0	0	1	0	0	0	5	0	1	0
PPIAP45	5	0	2	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0
ENSG00000199566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02416	0	0	0	1	2	0	0	1	2	0	1	1	0	0	0	0	0	0
MIR4494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02156	4	5	4	0	7	1	4	4	7	0	0	0	1	0	1	0	0	0
ADI1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257807	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000257905	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
RPAP3	529	426	396	442	424	505	348	4452	386	2910	323	1466	322	510	270	1148	499	358
ENSG00000276390	55	15	33	10	55	18	44	61	52	52	57	20	34	10	23	16	58	14
RPAP3-DT	46	2	24	11	47	21	36	60	23	28	39	13	52	8	23	25	48	19
ENDOU	0	7	0	1	4	5	0	27	6	31	9	14	0	11	1	27	11	0
ENSG00000280054	5	2	0	1	1	0	2	4	0	7	1	0	0	4	0	8	0	6
ENSG00000274902	3	3	0	0	1	1	5	0	3	2	2	0	0	1	3	0	0	0
RAPGEF3	4	90	2	66	3	59	7	134	5	71	1	88	4	133	5	193	2	204
SLC48A1	161	568	114	456	168	369	129	1435	146	871	153	957	154	401	97	646	99	457
ENSG00000277173	0	7	0	0	0	2	1	5	0	8	0	1	0	1	0	6	0	0
HDAC7	49	942	21	654	33	542	34	1137	39	764	31	787	20	672	19	945	53	669
ENSG00000268069	0	0	0	0	0	3	0	1	0	1	0	0	0	2	1	5	2	2
ENSG00000276691	0	3	0	3	0	1	0	2	0	11	0	0	0	1	0	4	0	0
ENSG00000274737	0	0	0	0	0	2	0	10	0	2	0	2	0	1	0	1	0	4
LINC02354	0	0	0	0	0	1	0	0	0	3	3	1	0	1	0	0	0	4
VDR	230	321	107	224	138	171	145	496	141	301	103	293	137	196	72	317	155	323
ENSG00000205537	13	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000278385	7	15	12	16	11	4	6	70	9	43	3	18	2	15	3	41	2	27
ENSG00000279840	0	0	0	2	0	1	0	13	0	14	0	10	0	2	0	14	0	5
TMEM106C	3818	1561	2828	1384	2732	1394	2265	15844	2213	10846	2196	4326	2284	1344	1565	2020	2042	1450
COL2A1	69	2606	49	2274	41	2062	43	4794	51	2624	43	4313	39	3179	38	4633	68	4712
ENSG00000258203	0	1	0	0	0	2	0	2	0	1	0	3	0	0	1	0	0	1
ENSG00000257985	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
ENSG00000257955	0	0	0	0	0	3	0	3	1	1	1	0	1	4	0	0	0	0
ENSG00000276814	4	2	2	7	1	5	2	16	2	20	1	13	0	11	1	17	8	6
SENP1	1043	1022	930	836	903	1079	1061	1885	891	1616	752	1188	951	728	623	1032	876	724
ENSG00000240399	0	0	0	0	0	1	0	3	2	1	0	0	0	3	0	0	2	0
RNU6-1203P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226138	6	6	3	3	4	0	3	11	2	7	6	0	1	1	2	2	5	2
PFKM	81	727	93	509	64	566	97	3706	101	3116	53	1833	72	2296	56	3870	59	2056
MIR6505	0	3	0	7	0	0	0	3	0	1	0	1	0	0	0	0	0	1
ASB8	903	296	700	286	552	308	483	1821	472	1353	371	518	618	432	302	1141	457	228
ENSG00000274124	0	0	0	1	0	9	0	7	0	8	0	2	1	0	2	4	0	5
ENSG00000258051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHBP18	0	0	1	0	1	0	0	7	0	6	0	3	2	0	0	3	0	4
ENSG00000257848	2	1	1	1	0	0	2	1	1	0	0	0	2	0	0	0	1	3
CCDC184	87	131	89	111	125	128	62	459	74	260	56	179	65	94	55	124	81	84
ENSG00000279875	0	0	0	1	0	0	0	4	0	7	0	0	0	1	0	4	0	0
ENSG00000269514	18	28	9	17	7	12	0	98	5	68	1	31	20	58	3	50	4	50
OR10AD1	0	3	0	0	0	0	0	8	0	7	0	5	0	2	0	3	0	5
ENSG00000258234	1	2	1	2	0	1	3	0	0	2	0	0	0	0	1	0	1	0
ENSG00000275228	0	0	0	2	0	2	0	0	0	2	0	0	0	1	0	1	0	2
H1-7	0	5	0	1	0	1	0	6	0	1	0	0	0	1	0	12	0	6
ENSG00000258273	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ZNF641	56	163	127	135	79	134	49	660	34	534	62	265	83	177	67	255	89	132
ENSG00000257735	0	0	5	3	0	0	0	3	6	0	2	2	0	0	0	0	0	0
OR5BK1P	0	6	0	0	0	1	0	7	0	7	0	1	0	0	0	0	0	0
ENSG00000273765	0	0	0	0	0	1	0	1	3	7	0	0	0	0	0	5	0	0
OR5BT1P	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OR5BJ1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8S21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8T1P	9	0	10	0	15	0	2	3	5	2	0	0	0	0	13	5	8	0
ANP32D	0	1	0	1	0	1	0	0	0	2	0	0	0	2	0	0	1	0
C12orf54	10	1	4	0	5	1	3	2	6	3	3	1	4	2	4	1	3	0
ENSG00000258121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS10P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197376	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	1
OR8S1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0
OR5BS1P	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	2	0	0
LALBA	0	1	0	0	0	0	12	2	0	1	0	2	0	2	0	0	0	3
OR11M1P	0	5	0	3	0	7	0	5	0	11	0	6	0	7	0	1	0	7
KANSL2	659	877	506	600	468	682	435	4095	412	2557	321	1864	460	945	319	1091	435	551
SNORA2C	0	1	0	0	0	3	0	4	0	0	0	0	1	2	1	1	0	0
MIR1291	0	1	0	0	0	2	0	2	0	2	0	0	0	0	0	1	0	6
SNORA2A	0	2	2	0	5	0	1	1	0	2	1	0	3	0	2	0	2	0
SNORA2B	9	2	8	1	3	1	4	3	6	3	1	0	0	0	2	0	8	1
CCNT1	247	535	214	580	166	560	179	4432	180	3687	142	1816	179	989	132	1816	174	722
TEX49	0	1	1	1	5	1	0	2	0	0	0	0	0	0	3	0	0	0
ENSG00000257653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	20	802	8	692	2	695	10	1733	2	1374	8	1174	16	1017	2	1608	9	1281
MIR4701	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	0
ADCY6-DT	41	18	32	16	27	5	22	68	23	29	25	15	20	3	23	4	19	7
ENSG00000271547	0	7	1	2	2	2	0	16	0	4	0	6	0	4	0	5	0	6
CACNB3	69	538	37	473	86	380	85	767	55	404	59	508	39	480	32	698	72	874
DDX23	184	1451	159	1168	137	972	149	5918	105	3955	112	2637	142	3958	107	6172	167	5260
RND1	130	88	57	87	79	82	71	375	64	254	72	122	88	131	47	195	70	188
RNU6-600P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL32P27	41	15	22	9	25	3	28	8	28	6	23	7	31	0	33	6	28	0
ENSG00000272822	33	1	11	3	10	4	22	14	13	7	8	6	9	3	20	0	13	3
CCDC65	19	89	14	61	17	55	17	173	0	171	3	72	9	80	8	96	5	75
FKBP11	13	311	11	190	18	185	4	387	6	265	22	190	2	210	5	286	4	282
ARF3	140	1509	135	1150	99	1163	145	2355	122	1743	84	1348	111	1548	85	2115	114	1802
WNT10B	18	158	6	98	17	137	27	318	21	222	10	187	19	182	14	189	14	237
RNU6-940P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT1	0	12	0	3	0	2	0	8	0	5	1	6	9	5	1	13	0	3
DDN	17	57	23	45	6	43	6	80	4	35	11	38	10	73	5	93	6	99
ENSG00000258283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDN-AS1	70	7	31	7	67	5	80	43	62	28	64	23	67	21	27	22	76	14
PRKAG1	3	13	6	35	7	14	5	109	0	66	11	28	2	38	6	79	1	16
ENSG00000288710	0	4	1	2	0	0	1	0	0	6	0	3	1	1	0	2	0	0
KMT2D	21	6338	13	5003	22	5409	8	9553	12	4609	14	8592	11	6614	17	9076	14	8979
RHEBL1	225	86	137	94	115	95	96	520	97	343	127	150	122	89	68	123	90	69
ENSG00000277672	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	4	0	0
DHH	8	23	9	22	3	16	9	48	4	29	0	23	9	28	7	44	5	52
ENSG00000257346	4	1	1	2	6	0	2	2	0	5	0	0	0	2	1	1	0	6
LMBR1L	55	229	25	258	22	219	19	1344	8	1081	40	716	17	481	18	807	19	647
TUBA1B	769	2988	610	2987	491	2883	577	22303	479	18709	579	7387	543	5632	371	8451	394	2518
ENSG00000258017	16	22	13	25	9	34	8	85	18	61	5	42	1	25	5	28	1	22
TUBA1A	1812	1940	1410	1983	1172	2223	1018	10265	1057	8941	1123	3298	1070	3229	964	4391	1212	1804
TUBA1C	615	810	348	723	446	800	431	4560	457	4334	385	1563	448	996	398	1597	577	541
ENSG00000258101	2	7	1	7	0	9	3	13	0	14	7	13	0	17	5	12	2	4
ENSG00000258232	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TROAP-AS1	7	37	9	29	9	24	4	49	1	40	6	25	4	35	10	41	4	60
PRPH	80	64	89	37	40	47	68	184	44	88	61	62	76	45	55	70	71	106
TROAP	1275	1026	854	917	973	940	749	3278	937	2182	684	1512	961	1120	645	2070	1199	1689
C1QL4	14	32	30	26	24	37	23	52	19	31	32	27	6	14	25	21	30	15
DNAJC22	24	255	35	221	39	211	34	684	33	512	25	255	29	215	21	372	44	293
SPATS2	867	503	521	419	607	384	484	2044	508	1464	442	715	487	576	381	925	530	677
ENSG00000257954	7	7	3	7	0	1	5	17	4	13	9	5	15	5	0	10	0	8
ENSG00000257464	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4
ENSG00000287537	0	0	0	3	0	0	2	0	5	0	0	0	0	2	0	0	0	0
KCNH3	1	65	4	36	2	45	4	106	1	53	2	67	1	60	1	87	0	77
MCRS1	177	1110	164	858	143	1006	158	3945	117	2448	98	1432	146	2378	123	4277	86	2904
PRPF40B	17	59	23	87	3	58	8	155	3	119	10	123	13	67	3	113	18	139
ENSG00000257964	0	4	0	5	0	9	0	10	0	6	0	4	0	6	0	7	0	2
FAM186B	4	36	4	30	0	10	6	91	3	51	5	49	4	27	6	53	1	52
RNU6-834P	3	2	0	3	0	2	0	0	0	2	0	1	0	0	0	0	0	0
POLR2KP1	3	2	0	0	0	2	0	5	0	0	1	7	0	1	0	0	0	7
PARK7P1	2	5	0	0	0	2	0	8	2	10	0	1	0	3	0	12	3	21
HIGD1AP9	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
FMNL3	21	274	7	253	3	233	6	588	2	388	10	462	11	406	26	529	7	615
TMBIM6	14402	3708	10394	3594	12316	3274	7989	19910	8349	17265	7224	8153	8318	9392	8155	15041	14251	7610
ENSG00000257570	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0
LSM6P2	0	2	0	0	0	0	0	1	0	1	1	4	1	0	0	0	0	0
NCKAP5L	166	1556	97	826	116	1035	166	1882	153	672	108	1991	116	1384	100	1860	187	2124
BCDIN3D-AS1	11	56	12	40	27	43	19	139	16	105	18	68	12	47	20	88	3	25
BCDIN3D	128	66	119	68	103	72	110	390	116	261	108	88	87	51	67	83	119	66
ENSG00000257253	1	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0
RPL35AP28	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
FAIM2	3	3	2	2	4	1	0	15	1	15	0	7	5	2	2	3	1	3
LINC02395	0	2	9	2	0	1	0	14	3	5	0	0	2	1	0	0	0	9
LINC02396	1	0	0	0	0	0	1	2	0	2	0	1	2	0	1	0	0	1
AQP2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
AQP5-AS1	1	0	0	0	0	1	0	1	1	0	0	0	0	4	2	0	0	0
ENSG00000257378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP5	0	2	0	0	1	0	1	2	0	0	0	0	4	4	0	0	1	0
AQP6	3	23	1	14	0	12	4	46	3	42	1	45	1	37	2	76	7	75
RACGAP1	371	943	276	789	303	807	218	7604	277	5425	239	4238	209	1603	252	3075	258	986
ASIC1	28	372	11	259	9	340	8	619	30	462	7	463	11	348	13	515	20	467
SMARCD1	427	2646	420	2232	400	2165	367	2629	270	1520	293	2379	405	1476	253	1625	240	1485
GPD1	6	26	4	23	1	23	2	54	1	30	0	26	1	38	2	46	4	59
COX14	843	162	555	62	626	139	551	1676	460	987	526	277	495	153	440	96	684	107
ENSG00000272368	30	26	39	24	36	23	19	70	29	51	19	32	31	23	27	41	35	12
CERS5	183	489	154	433	158	441	128	3047	129	2283	104	1086	116	801	78	1197	136	595
LIMA1	133	499	117	453	120	356	95	2489	61	1794	64	995	111	1064	51	1959	155	553
ENSG00000257298	1	9	0	13	1	8	0	32	0	26	0	3	0	18	0	27	0	12
ENSG00000257531	0	5	0	3	0	0	2	3	1	0	0	9	0	0	1	0	0	0
ENSG00000257256	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0
MIR1293	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RNU6-1093P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278842	0	5	0	2	0	1	0	7	0	7	0	2	0	3	0	2	0	1
FAM186A	2	9	2	1	0	11	0	28	2	34	0	20	0	5	1	31	0	21
ENSG00000244266	4	0	4	0	5	1	0	3	2	1	0	0	2	1	2	1	4	0
LARP4	520	757	370	768	320	789	266	4413	322	3594	217	1770	289	909	270	2007	311	808
DIP2B	126	862	66	972	92	836	68	4107	58	2627	86	3463	80	1937	72	2711	79	1637
RNU6-769P	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
RNU6-238P	0	0	0	0	0	2	0	3	0	4	0	0	0	0	0	0	0	0
ENSG00000271018	0	0	2	1	0	0	0	1	2	3	1	2	0	1	1	3	0	1
ATF1	1246	304	961	302	845	289	780	1280	855	933	730	397	828	173	633	214	657	188
ENSG00000271490	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1
RN7SL519P	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TMPRSS12	1	3	0	0	0	4	2	6	0	2	0	0	3	0	0	2	0	0
ENSG00000271621	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL7A	32	215	29	284	25	224	37	644	36	494	25	229	12	268	29	402	36	277
ENSG00000274156	1	1	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0
ENSG00000271596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1C	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1
ENSG00000274797	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0
SLC11A2	120	476	54	460	38	409	76	2268	49	1722	44	901	61	708	23	1346	46	525
RNU6-87P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1273P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LETMD1	138	451	76	461	70	428	80	2819	66	2503	66	860	72	885	77	1505	102	505
CSRNP2	245	439	137	375	112	443	156	1103	127	922	131	605	146	532	84	869	173	706
TFCP2	96	340	73	294	59	265	33	1459	57	1212	49	545	62	470	45	773	66	290
RPL35AP29	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
PHBP19	3	12	1	4	2	13	3	14	0	10	0	6	1	5	4	13	1	8
RNU6-199P	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0
POU6F1	35	131	30	148	34	107	17	339	37	246	29	170	36	178	14	263	26	258
ENSG00000278126	37	14	17	20	16	16	14	41	23	24	18	9	19	10	21	18	14	12
DAZAP2	1252	700	1053	738	855	724	1045	4258	943	3129	777	1625	1049	446	677	722	853	529
SMAGP	598	118	413	79	426	87	387	654	324	394	282	254	301	104	254	106	293	73
BIN2	35	1	13	1	38	6	17	11	26	7	30	8	25	5	20	0	23	2
CELA1	0	0	3	0	2	0	0	3	1	0	3	0	0	0	0	0	1	0
GALNT6	46	332	41	229	48	300	40	896	23	618	21	470	24	524	44	737	37	813
SLC4A8	22	69	4	84	12	74	16	501	9	292	9	314	8	139	5	179	7	140
SLC4A8-AS1	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	6	0
SCN8A	46	301	32	241	65	258	50	607	34	477	46	545	55	526	32	581	78	646
HNRNPA3P10	0	0	0	1	1	2	0	4	0	3	0	4	1	0	0	5	0	1
ENSG00000260122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMDD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260473	1	0	2	0	2	2	6	2	0	1	8	1	3	2	5	0	3	2
ENSG00000261586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIGNL2	11	11	0	15	1	8	2	6	2	6	5	6	8	6	3	9	0	6
FIGNL2-DT	0	3	0	2	2	1	0	6	0	1	0	3	0	1	0	1	0	0
ANKRD33	0	7	2	20	0	7	0	29	2	28	1	38	0	15	2	11	0	7
ENSG00000258021	0	1	0	4	0	1	0	0	0	0	0	1	0	3	0	0	0	0
ACVRL1	41	112	18	135	16	92	19	351	15	197	14	172	34	180	9	255	14	222
ACVR1B	384	467	182	390	201	470	156	1428	149	876	188	1083	203	683	165	1076	220	1123
RNU6-574P	0	1	0	0	0	0	0	15	0	6	1	1	2	0	1	2	7	1
TAMALIN	9	6	2	7	5	8	3	16	1	8	2	4	7	2	3	14	7	5
NR4A1	32	298	9	228	22	184	4	690	9	372	13	622	9	301	10	429	14	441
NR4A1AS	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ATG101	280	284	167	266	224	258	109	1010	183	621	185	371	131	256	149	319	161	333
ENSG00000257663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM41	0	0	0	0	0	2	0	1	0	3	0	0	0	1	0	1	0	1
OR7E47P	1	0	0	0	1	0	0	2	0	1	0	0	0	0	2	3	0	0
ENSG00000257989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LINC00592	23	0	7	0	0	2	7	3	2	2	11	5	3	2	15	2	0	0
KRT80	1	3	9	11	3	0	1	23	2	1	1	17	1	13	2	11	1	19
LINC02874	12	0	9	0	10	0	4	4	18	3	6	0	8	2	2	0	22	0
METTL7AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT7	0	2	0	1	1	1	10	4	2	4	3	0	1	1	2	0	4	2
KRT7-AS	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1
KRT86	10	14	19	10	9	5	11	13	10	12	5	9	3	9	8	14	21	26
KRT87P	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000284883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257830	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	2	0
ENSG00000285102	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
KRT81	3	0	7	0	5	4	2	7	4	10	4	3	7	9	2	4	3	17
ENSG00000287051	9	1	11	2	5	0	8	0	2	0	4	0	5	3	0	3	0	0
ENSG00000257829	0	2	0	0	0	9	0	1	0	0	3	2	1	0	0	3	0	4
KRT83	0	0	0	1	0	0	0	0	0	2	0	0	0	4	0	1	0	5
KRT89P	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	1
KRT85	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KRT84	0	9	0	0	0	10	0	3	0	3	0	5	0	0	0	3	0	9
ENSG00000258253	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
KRT82	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2
ENSG00000257500	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
KRT90P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT75	0	5	0	6	0	0	0	15	0	9	0	8	0	7	0	7	0	7
KRT6B	0	0	0	1	0	0	0	5	0	3	0	6	0	2	0	8	0	3
KRT6C	0	0	0	2	3	0	2	0	0	1	0	0	0	0	0	0	0	0
KRT6A	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KRT5	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	7	0	0
KRT71	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0
KRT74	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
KRT72	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0
KRT73-AS1	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0
KRT73	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
KRT128P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KRT1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
KRT77	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
ENSG00000257700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT126P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT125P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257616	0	2	0	0	0	1	0	6	0	4	0	0	0	2	0	3	0	6
ENSG00000257343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD10P1	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0
KRT127P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL2BPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
KRT4	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0
KRT79	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3
ENSG00000257389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT78	14	0	0	0	0	0	0	2	0	0	0	7	0	5	0	9	3	2
RPL7P41	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
KRT8	2139	4536	1602	3867	1456	4019	1394	11346	1279	8521	1339	4765	1424	6386	993	10625	1034	10830
KRT18	2213	1768	1398	1503	1152	1464	1035	11090	1028	6684	1019	3632	1070	1422	774	1501	948	1001
EIF4B	1495	1230	901	1212	1016	1192	1098	10528	887	9024	907	3886	848	3764	597	6792	805	2041
ENSG00000257475	0	0	0	3	0	4	0	2	0	5	0	3	0	4	0	2	0	7
ENSG00000257337	80	83	50	71	46	89	33	294	25	188	36	83	31	83	19	124	68	85
TNS2	12	243	2	168	3	158	0	506	1	307	13	417	3	237	5	404	3	318
MIR6757	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPRYD3	7	251	7	175	4	124	5	762	15	424	7	485	12	462	1	708	10	778
IGFBP6	88	40	66	15	65	34	76	97	57	68	86	30	73	11	44	35	81	26
SOAT2	5	0	0	3	1	1	2	5	1	3	2	1	7	0	1	4	0	4
VTI1BP3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU6-333P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1AP1	0	0	0	0	0	0	0	3	1	4	0	1	0	0	0	0	0	0
EIF4A1P4	0	2	0	1	1	3	0	13	0	21	2	5	0	1	1	4	1	1
CSAD	19	153	14	194	10	123	21	420	13	297	32	230	16	167	14	256	28	173
ENSG00000257808	0	4	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	3
ZNF740	207	335	146	292	121	307	145	935	72	587	118	538	169	348	73	562	100	452
ITGB7	0	4	0	3	0	0	0	7	0	2	0	1	0	2	0	3	0	3
RARG	66	505	44	381	57	363	40	719	26	499	44	434	19	485	26	721	36	794
ENSG00000283536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
MFSD5	346	362	270	232	224	244	248	791	174	412	191	315	190	231	143	278	228	269
ESPL1	17	3831	15	3540	22	2746	13	7891	19	5678	22	5940	19	5704	30	8867	39	9011
PFDN5	111	61	80	57	83	79	91	234	55	152	88	88	101	65	59	62	93	42
ENSG00000288663	17	38	15	25	19	69	25	160	7	99	16	56	12	51	3	96	12	75
MYG1-AS1	21	0	7	5	3	10	3	11	7	5	11	8	1	7	21	8	6	3
MYG1	82	10	67	18	113	19	65	34	73	29	61	22	38	15	48	14	55	13
AAAS	182	921	113	703	78	632	120	3836	70	2661	73	1634	63	1734	45	2774	100	2125
SP7	1	5	0	10	7	11	2	22	2	6	5	9	4	1	0	7	5	6
SP1	481	1945	419	1785	259	1970	264	6059	257	4436	265	2851	282	1748	175	2510	254	1608
AMHR2	242	65	177	69	187	57	179	406	222	364	145	107	232	72	121	84	156	48
PRR13	2706	471	1827	473	1719	471	1593	2157	1476	1367	1395	560	1626	363	1163	433	1645	348
ENSG00000257379	0	2	0	2	0	1	0	6	0	3	0	5	2	4	0	2	0	0
