Geneid	D1	D1c	D2	D2c	D3	D3c	ND1	ND1c	ND2	ND2c	ND3	ND3c
POLR3KP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288015	0	0	0	0	0	0	0	0	0	0	0	0
RPP40P2	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-88P	0	0	0	0	0	0	0	0	0	0	0	0
DIAPH3	164	680	309	415	152	441	77	1045	129	948	59	744
DIAPH3-AS1	0	0	0	1	0	0	0	0	0	0	0	0
RN7SL375P	0	0	0	0	0	0	0	0	0	0	0	0
DIAPH3-AS2	0	0	0	1	0	0	0	0	0	0	0	0
RNY4P28	0	0	0	0	0	0	0	0	0	0	0	0
LINC00434	0	0	0	0	0	0	0	0	0	0	0	0
TARDBPP2	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277549	0	0	0	0	0	0	0	0	0	0	0	0
TDRD3	132	179	146	146	111	160	71	190	66	189	75	173
RNA5SP31	0	0	0	0	0	0	0	0	0	0	0	0
LINC00378	0	0	0	0	0	0	0	0	0	1	0	0
EIF4A1P6	0	3	0	0	0	0	0	1	0	1	0	1
ENSG00000279657	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P5	0	0	0	0	0	0	0	0	0	0	0	0
LINC01442	0	0	0	0	0	0	0	0	0	0	0	0
MIR3169	0	0	0	0	0	0	0	0	0	0	0	0
PCDH20	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197991	0	0	0	0	0	0	0	0	0	0	0	0
LINC02339	0	0	0	0	0	0	0	0	0	0	0	0
RAC1P8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270856	0	0	0	0	0	0	0	0	0	0	0	0
LINC00358	2	0	0	0	0	0	0	0	0	0	0	0
LINC01075	1	0	0	0	0	0	0	0	0	0	0	0
LINC01074	0	0	0	0	0	0	0	0	0	0	0	0
LINC00459	0	0	0	0	5	0	0	0	0	0	0	0
RPL32P28	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276586	0	0	0	0	0	0	0	0	0	0	0	0
SQSTM1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286469	0	0	0	0	0	0	0	0	0	0	0	0
LINC00448	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273550	0	0	5	0	0	0	0	0	0	0	0	0
LINC00376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287996	0	0	0	0	1	0	0	0	0	0	0	0
LINC00395	0	0	0	0	0	0	0	0	0	0	0	0
OR7E156P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237378	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-81P	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R2P10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287128	0	0	0	0	0	0	0	0	0	0	0	0
OR7E104P	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000285566	0	0	0	0	0	0	0	0	0	0	0	0
LINC00355	64	89	74	58	38	67	19	59	16	57	6	71
NFYAP1	0	2	0	2	0	5	0	3	0	5	0	0
LGMNP1	1	14	1	8	0	13	0	21	1	19	0	9
STARP1	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA3P5	1	4	3	1	3	5	0	2	0	6	0	3
LINC01052	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286395	0	0	0	0	0	0	0	0	0	0	0	0
MIR548X2	0	0	0	0	0	0	0	0	0	0	0	0
MIR4704	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P19	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9	18	23	5	29	7	32	0	8	1	7	0	6
PCDH9-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-87P	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9-AS2	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9-AS3	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9-AS4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285588	1	0	0	0	0	0	0	0	0	0	0	0
RPSAP53	2	0	0	1	5	0	1	1	5	1	0	0
LINC00364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287876	0	0	0	0	0	0	0	0	0	0	0	0
BCRP9	0	2	0	0	0	0	0	0	0	0	0	1
NPM1P22	0	0	4	0	3	1	0	2	0	1	2	1
OR7E111P	0	0	0	0	0	0	0	0	0	0	0	0
OR7E33P	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286820	0	0	0	0	0	0	0	1	0	0	0	0
ELL2P3	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P18	0	0	0	0	0	0	0	0	0	0	0	0
RPL37P21	0	0	0	0	0	0	0	0	0	0	0	0
RPS3AP52	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P34	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL761P	0	0	0	0	0	0	0	0	0	0	0	0
LINC00550	0	0	0	0	0	0	0	0	0	0	0	0
LINC02342	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC20P4	1	12	0	3	1	4	0	16	1	12	1	7
SNRPFP3	0	0	0	0	0	0	0	0	0	0	0	0
LINC00383	0	0	0	0	0	0	0	0	0	0	0	0
SRSF1P1	0	0	0	0	0	0	0	0	0	0	0	0
KLHL1	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P10	0	0	0	0	0	0	0	0	0	0	0	0
PSMC1P13	0	0	0	0	0	0	0	0	0	0	0	0
ATXN8OS	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288330	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-54P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276841	0	0	0	0	0	0	0	0	0	0	0	0
MTCL1P1	0	0	0	0	0	0	0	0	0	0	2	0
LINC00348	0	0	0	0	0	0	0	0	0	0	0	0
RABEPKP1	0	0	0	0	0	0	0	0	0	0	0	0
DACH1	0	6	0	4	8	4	0	0	0	0	0	1
H3P36	2	1	2	1	0	1	1	0	3	1	1	1
RPL21P109	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP31	3	0	3	0	3	0	1	0	1	1	2	2
RPS10P21	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212377	0	0	0	0	0	0	0	0	0	0	0	0
RPL18AP17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251715	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199282	0	0	0	0	0	0	0	0	0	0	0	0
RPL21P110	1	0	1	0	1	0	0	0	2	0	1	1
RNU6-80P	0	0	0	0	0	0	0	0	0	1	0	0
MZT1	1037	572	958	346	1115	395	528	1039	658	900	410	667
BORA	38	251	46	165	56	161	10	459	12	402	30	364
DIS3	134	1671	172	931	147	1034	149	1509	148	1470	116	1283
PIBF1	242	370	281	258	238	247	79	296	141	231	68	255
RNU6-79P	0	1	0	0	0	0	0	0	0	0	0	0
PSMD10P3	0	1	0	0	0	0	0	0	0	0	0	2
KLF5	356	4517	415	2681	369	3780	276	936	245	1146	209	2021
FABP5P1	2	0	0	0	2	0	0	0	0	0	0	0
RNU6-66P	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-10P	0	0	0	0	0	0	0	0	0	0	0	0
RNY1P8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279754	0	0	0	0	0	0	0	2	0	0	0	0
MARK2P12	0	0	0	0	0	0	0	0	0	0	0	0
LINC00393	0	0	0	0	0	0	0	0	0	0	0	0
LINC00392	0	0	0	0	0	0	0	0	0	0	0	0
KLF12	1	100	0	69	11	96	7	58	6	83	8	76
ENSG00000280348	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279463	0	0	0	0	0	0	0	0	0	0	0	0
LINC00402	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286330	0	0	0	0	0	0	0	0	0	0	0	0
RNY1P5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289644	0	0	0	0	0	0	0	0	0	0	0	0
RPL21P108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177596	0	0	0	0	0	0	0	0	0	0	0	0
LINC00381	4	1	12	0	13	0	8	0	6	0	3	1
ENSG00000281167	0	0	0	0	0	0	0	0	0	0	0	0
LINC00347	0	0	0	0	0	0	0	0	0	0	0	0
RIOK3P1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-38P	0	0	0	0	0	0	0	0	0	0	0	0
SSR1P2	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE11P	0	0	0	0	0	1	0	0	0	2	0	0
LINC01078	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D4	25	409	28	289	24	342	72	953	56	1204	21	1346
ENSG00000225203	0	0	0	0	0	0	0	0	0	0	0	0
COMMD6	13451	840	13629	543	15016	927	11397	716	14917	715	10491	588
UCHL3	5365	556	5766	341	5584	410	1182	652	1986	610	1385	642
ENSG00000261553	352	58	375	31	371	47	75	73	113	83	118	68
LMO7-AS1	9	10	22	6	45	9	12	7	7	6	12	3
LMO7	55	1673	55	1245	51	1345	39	706	63	627	39	716
ENSG00000228444	0	3	0	0	3	2	7	2	0	0	0	4
FAM204CP	0	0	0	0	0	0	0	0	0	0	0	0
LMO7DN	0	0	0	0	0	0	0	0	0	1	0	0
LMO7DN-IT1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00561	0	0	0	0	0	0	0	0	0	0	0	0
LINC01034	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL571P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285572	0	0	0	0	6	0	0	1	0	0	0	0
ENSG00000287018	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284809	0	0	0	0	0	0	0	0	0	0	0	0
KCTD12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278727	0	0	0	0	0	0	1	0	0	0	0	0
BTF3P11	3	0	1	0	5	0	0	0	0	0	0	0
ACOD1	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P44	1	0	1	0	2	1	5	0	1	0	1	0
DHX9P1	0	1	0	5	1	2	0	8	0	5	2	4
CLN5	50	217	47	127	27	173	14	115	15	133	12	115
ENSG00000283208	1	5	3	1	2	0	7	4	4	11	0	3
FBXL3	80	679	65	500	69	634	48	154	66	148	36	153
MYCBP2-AS1	0	2	7	1	8	2	4	0	0	2	0	0
ENSG00000274898	0	0	0	0	0	0	0	0	2	0	0	1
MYCBP2	63	1164	98	780	93	1135	115	1848	180	1813	110	1762
MYCBP2-AS2	0	2	0	0	0	0	0	1	0	0	0	0
ENSG00000288716	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285714	3	2	6	4	3	0	0	1	0	0	0	1
SCEL	73	699	141	416	96	415	116	1283	92	1207	73	1133
ENSG00000287270	0	0	0	0	0	1	0	3	0	9	0	12
SCEL-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P7	0	1	0	0	0	0	0	0	0	0	0	0
SPTLC1P5	1	0	1	0	1	0	0	0	0	0	0	0
ENSG00000285746	0	0	0	0	0	0	0	0	0	0	0	0
SLAIN1	21	25	47	14	21	38	24	88	34	50	21	64
MIR3665	0	0	0	0	0	0	0	0	0	0	0	0
EDNRB-AS1	0	0	0	0	0	0	0	1	0	0	0	0
EDNRB	0	7	0	0	2	4	0	0	0	0	0	0
OBI1-AS1	3	1	0	0	0	3	7	1	0	0	0	1
ENSG00000233379	0	1	0	0	0	2	0	0	0	0	0	0
RN7SL810P	0	0	0	0	0	0	0	0	0	0	0	0
LINC01069	0	0	0	0	0	0	0	0	0	0	0	0
LINC00446	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235625	0	0	0	0	0	0	0	0	0	0	0	0
SRGNP1	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P3	0	0	0	0	0	0	0	0	0	0	0	0
RPL31P54	0	0	0	0	0	0	0	0	0	0	0	0
ELOCP23	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271776	0	0	0	0	0	0	0	0	0	0	0	0
POU4F1	0	0	0	0	0	0	0	0	0	0	0	0
OBI1	299	315	356	213	299	259	119	523	96	477	83	411
RPL21P111	0	0	2	0	8	0	3	0	3	0	0	1
LINC00331	0	0	0	0	0	0	0	0	0	0	0	0
HSPD1P8	0	0	0	0	1	0	0	0	0	1	0	0
CCT5P2	2	5	0	4	2	7	0	10	2	13	0	11
NIPA2P5	0	0	0	0	0	0	0	0	0	0	0	0
BCAS2P3	0	0	0	0	0	0	0	0	0	0	0	0
RBM26	118	582	228	360	140	559	63	973	87	1015	102	822
RNA5SP33	0	0	0	0	0	0	0	0	0	1	0	1
RBM26-AS1	111	72	90	48	65	67	48	66	52	69	41	55
NDFIP2-AS1	0	2	0	1	0	2	0	0	0	0	0	0
NDFIP2	694	4051	802	2583	696	2147	368	1353	343	1150	382	1092
LINC01068	2	9	1	4	5	9	0	2	0	0	0	3
ENSG00000285902	0	0	0	0	0	1	0	0	0	0	0	0
LINC01038	0	0	0	0	0	0	0	0	0	0	0	0
LINC00382	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284196	8	0	0	0	0	0	0	1	0	0	0	1
LINC01080	1	0	8	0	1	1	0	0	0	0	0	0
ENSG00000285684	0	0	0	0	0	0	0	2	0	0	0	0
SPRY2	14	59	23	60	5	84	51	72	38	78	0	103
RNU6-61P	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P31	0	0	0	0	0	0	0	0	0	0	0	0
PWWP2AP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286746	0	0	0	0	0	0	0	0	0	0	0	0
ARF4P4	0	0	0	0	0	0	0	0	0	0	0	0
LINC00377	0	0	0	0	0	0	0	0	0	0	0	0
DPPA3P3	0	0	0	0	0	0	0	0	0	0	0	0
LINC00564	1	0	5	0	0	0	0	0	0	0	0	0
ENSG00000229309	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-77P	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1AP2	0	0	0	0	0	0	0	0	0	0	0	0
PTMAP5	422	52	455	35	510	45	125	66	189	78	105	61
ENSG00000286385	21	3	18	0	29	0	20	7	14	1	2	0
GYG1P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270400	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-67P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286446	1	1	3	0	4	0	2	1	2	0	0	1
SLITRK1	0	49	4	25	1	25	12	37	4	36	0	41
ENSG00000285680	0	1	0	1	0	1	0	4	0	1	0	1
VENTXP2	0	1	0	1	0	3	0	0	0	1	0	1
ENSG00000286284	6	70	3	49	13	39	0	29	6	26	0	28
UBE2D3P4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285742	0	0	0	0	3	1	0	0	0	0	0	0
ENSG00000288016	2	0	8	0	4	0	0	0	0	1	0	0
MTND4P1	0	0	0	0	0	0	0	0	0	0	0	0
MTND5P3	0	0	0	0	0	0	0	0	0	0	0	0
LINC00333	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288038	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000287438	0	0	0	0	0	0	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286906	0	0	0	0	0	0	0	0	0	0	0	0
LINC00351	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285834	0	0	0	0	0	0	0	1	0	0	0	0
SLITRK6	0	90	0	79	0	55	0	12	0	22	0	20
ENSG00000278580	0	0	0	0	0	0	0	0	0	0	0	0
MOB1AP1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283371	0	0	0	0	0	0	0	0	0	0	0	0
DDX6P2	0	3	0	1	0	1	0	0	1	1	0	3
ENSG00000287880	0	0	0	0	0	0	0	0	0	0	0	0
TXNL1P1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00430	0	0	0	0	0	0	0	0	0	0	0	0
UBBP5	0	0	0	0	0	0	0	0	0	0	0	0
LIN28AP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285699	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232636	0	0	0	0	0	0	0	0	0	0	0	0
MIR4500HG	5	33	6	23	7	28	14	29	0	28	5	16
ENSG00000272515	0	1	0	0	0	1	0	2	0	3	0	9
MIR4500	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK5	8	12	5	10	7	8	0	25	4	23	0	14
ENSG00000277640	0	0	0	0	0	0	0	1	0	0	0	0
LINC00397	13	0	10	0	16	0	0	1	1	0	2	1
ENSG00000272046	46	30	35	16	37	17	9	20	8	14	5	24
TET1P1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00373	0	1	0	0	0	0	0	0	0	0	0	0
RPL29P29	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285811	0	0	0	0	0	0	2	0	0	0	0	0
LINC00433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283130	0	0	0	0	0	0	0	0	0	0	0	0
LINC00560	0	0	0	0	0	0	0	0	0	0	0	0
GRPEL2P1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000288552	0	0	0	0	0	0	0	0	0	0	0	0
LINC00440	0	0	0	0	0	0	0	0	0	0	0	0
LINC01047	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P13	0	0	0	0	0	0	0	0	0	0	0	0
SP3P	0	0	0	1	0	0	0	0	0	0	0	0
LINC02336	0	0	0	0	0	0	0	0	0	0	0	0
LINC01040	0	0	0	0	0	0	0	0	0	0	0	0
LINC00353	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200733	0	0	0	0	0	0	0	0	0	0	0	0
PEX12P1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00559	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP34	0	0	0	0	0	0	0	0	0	0	0	0
FAR1P1	0	0	0	0	0	0	0	0	0	1	0	0
KRT18P27	0	6	1	3	0	6	0	4	0	6	0	5
MIR622	0	0	0	0	0	0	0	0	0	0	0	0
LINC01049	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-75P	0	0	0	0	0	0	0	0	0	0	0	0
LINC00410	0	0	0	0	0	0	0	0	0	0	0	0
BRK1P2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00380	0	0	0	0	0	0	0	0	0	0	0	0
LINC00379	0	0	0	0	0	0	0	0	6	0	0	0
PPIAP23	0	0	0	0	1	0	1	0	0	0	0	1
MIR17HG	0	10	5	8	4	18	2	17	2	15	0	18
MIR17	0	0	0	0	0	0	0	0	0	0	0	0
MIR18A	0	0	0	0	0	0	0	0	0	0	0	0
MIR19A	0	0	0	0	0	0	0	0	0	0	0	0
MIR20A	0	0	0	0	0	0	0	0	0	0	0	0
MIR19B1	0	0	0	0	0	0	0	0	0	0	0	0
MIR92A1	0	0	0	0	0	0	0	0	0	0	0	0
GPC5	7	0	7	1	6	1	0	0	0	2	0	0
ENSG00000282864	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000282997	0	0	0	0	0	0	0	0	0	0	0	0
RNU4ATAC3P	0	0	0	0	0	0	0	0	0	0	0	0
FABP5P4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282865	0	0	0	0	0	0	0	0	0	0	0	0
GPC5-AS2	0	0	5	0	0	0	0	0	0	0	5	0
ENSG00000283097	0	0	0	0	0	0	0	0	0	0	0	0
GPC5-IT1	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AS	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287159	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282993	0	0	0	0	0	0	0	0	0	0	0	0
GPC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00363	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288001	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278177	0	0	0	1	0	0	0	1	0	0	2	0
GPC6	4	76	7	61	9	39	1	50	0	71	0	54
ENSG00000286843	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P29	0	0	0	0	0	0	0	0	0	1	0	0
GPC6-AS2	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP35	0	0	0	0	0	0	0	0	0	0	0	0
GPC6-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289204	0	0	0	0	0	0	1	0	0	0	0	0
DCT	0	0	0	0	0	4	0	0	0	2	1	1
TGDS	147	537	164	343	168	351	96	518	245	429	126	421
GPR180	92	886	189	588	180	551	32	756	82	838	76	815
RNA5SP36	0	0	0	0	0	0	0	0	0	0	0	0
LINC00391	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL585P	0	0	0	0	0	0	0	0	0	0	0	0
SOX21-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SOX21	0	0	0	0	0	0	0	0	0	0	0	0
BRD7P5	0	0	0	2	0	0	0	0	0	0	0	0
RPL21P112	0	0	0	0	1	0	0	0	1	0	0	0
LINC00557	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287635	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-62P	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	27	181	29	89	25	98	14	345	26	252	0	268
RNY3P8	31	0	18	0	26	1	4	2	27	3	1	4
RNY4P27	0	0	2	0	1	0	0	0	0	0	0	0
MEMO1P5	0	0	0	0	0	0	0	0	0	0	0	0
CLDN10	0	0	0	0	0	0	0	1	0	0	0	1
CLDN10-AS1	0	0	0	0	0	0	0	0	0	1	0	2
DZIP1	1	1	0	0	0	0	0	0	0	0	0	0
DNAJC3-DT	25	64	14	43	28	62	6	93	3	66	57	63
DNAJC3	823	2558	818	1681	883	1426	641	2447	979	2254	493	2027
MTND5P2	0	0	0	0	0	0	0	0	0	3	0	3
MTND6P18	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP3	0	3	0	0	0	0	0	0	0	3	0	2
ENSG00000276809	0	1	0	1	0	0	0	1	0	0	0	0
UGGT2	296	953	350	575	386	587	145	835	235	796	111	856
HMGN1P24	0	1	0	0	0	0	0	0	0	0	0	0
HS6ST3	0	2	0	1	0	0	0	2	0	0	0	1
RN7SL164P	0	0	0	0	0	0	0	0	0	0	0	0
MIR4501	0	0	0	0	0	0	0	0	0	0	0	0
AMMECR1LP1	0	0	0	0	0	0	0	0	0	0	0	0
HSP90AB6P	0	2	0	0	0	1	0	0	0	0	0	2
TULP3P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272329	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP7	0	0	0	0	0	0	0	0	0	0	0	0
OXGR1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00456	1	26	3	11	3	19	0	37	0	17	0	15
MBNL2	201	4950	176	3156	153	3017	98	3227	187	2742	114	2501
ENSG00000286334	3	3	0	2	1	5	0	0	0	3	0	5
RNA5SP37	0	0	0	2	0	1	0	3	18	2	0	2
ENSG00000286416	0	11	7	14	1	6	0	5	0	11	0	14
RAP2A	140	411	97	273	158	446	99	386	145	329	94	284
ENSG00000276573	0	1	0	0	3	0	0	1	0	0	0	0
ENSG00000276704	0	0	0	0	0	0	0	1	0	1	4	0
PSMA6P4	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286544	0	0	0	0	0	0	0	0	0	0	0	0
RPL7AP61	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270725	0	0	0	0	0	0	0	0	0	0	0	0
IPO5	489	2434	479	1468	545	1396	330	5454	275	5217	340	4777
FTLP8	0	0	0	0	1	0	0	0	1	0	0	0
FARP1	38	1175	34	863	81	1060	22	575	16	596	35	781
RNF113B	1	0	0	0	0	0	0	0	0	2	0	1
RN7SKP8	0	0	0	0	0	0	0	0	0	0	0	0
MIR3170	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269189	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000269599	0	0	0	0	0	0	0	0	0	0	0	0
FARP1-AS1	9	2	12	0	8	0	6	1	0	1	4	1
STK24	52	419	79	245	70	388	25	377	19	388	25	420
ENSG00000271437	0	4	0	2	0	1	0	5	0	6	0	9
STK24-AS1	11	13	9	6	8	4	5	2	8	1	6	1
NUS1P4	0	0	0	0	0	0	0	0	0	0	0	0
CYCSP35	0	0	0	0	0	0	0	0	0	0	0	0
CALM2P4	2	1	0	3	0	0	0	1	2	1	0	1
RN7SL60P	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A1	0	84	0	53	4	49	0	253	3	196	0	355
DOCK9	26	797	22	571	43	671	86	1644	86	1477	44	1622
DOCK9-AS1	0	0	0	0	0	2	0	0	0	0	0	2
ENSG00000275919	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1P12	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-83P	0	0	0	0	0	0	0	0	0	0	0	0
DOCK9-DT	4	13	0	7	0	16	2	5	0	6	0	8
RPS6P23	0	0	0	0	0	0	0	0	0	0	0	0
UBAC2-AS1	211	46	187	32	215	32	54	83	143	70	95	70
GAPDHP22	47	3	25	5	9	4	13	9	5	9	4	8
UBAC2	285	2912	243	1994	249	2122	103	3203	88	3037	80	3134
RN7SKP9	0	2	2	0	0	0	0	1	6	0	0	0
H2AZP3	8	5	9	4	11	1	2	3	3	5	11	9
GPR18	5	9	0	3	0	8	0	3	2	7	0	6
GPR183	0	0	0	0	0	0	0	4	17	6	0	7
MIR623	0	0	0	0	0	0	0	2	0	2	0	0
HMGB3P4	0	2	0	0	0	0	0	0	0	2	0	9
CCR12P	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000285448	0	0	0	1	1	0	0	0	0	0	0	0
TM9SF2	544	11125	728	6959	782	7406	435	7097	484	6469	297	6539
LINC01232	4	105	4	84	8	73	9	67	3	68	7	72
ENSG00000280710	0	0	0	0	0	0	0	0	0	0	0	0
LINC00449	12	9	4	6	6	6	2	15	4	3	0	9
LINC01039	0	0	0	0	0	2	0	0	0	0	0	0
CFL1P8	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000287746	0	0	0	0	0	0	0	0	0	1	0	1
CLYBL	45	53	36	32	45	45	8	76	22	84	12	75
MIR4306	0	0	0	0	0	0	0	0	0	0	0	0
CLYBL-AS2	0	0	0	0	0	0	0	0	0	0	3	0
CLYBL-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201245	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288581	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286757	0	1	0	1	0	2	0	2	0	1	0	1
ZIC5	57	71	64	47	35	68	32	184	28	204	30	85
ENSG00000288060	7	2	11	3	9	1	5	1	0	1	4	0
ZIC2	60	109	50	67	41	120	37	115	76	132	40	95
LINC00554	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA12P1	0	0	0	0	0	0	0	0	0	0	0	0
PCCA-DT	1278	53	1343	30	1335	65	562	80	600	80	351	81
ASNSP3	0	0	0	0	0	0	0	0	0	0	0	0
PCCA	116	523	118	300	107	274	46	651	44	579	28	571
RPL15P18	4	0	6	0	10	3	4	2	6	0	5	2
ENSG00000270632	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287330	0	1	1	0	0	0	0	0	0	1	0	2
PCCA-AS1	0	1	0	0	0	0	0	0	0	4	0	0
GGACT	17	114	37	63	62	71	4	66	19	46	11	83
ENSG00000224356	0	0	0	3	0	1	0	3	0	1	0	5
